Asset Names,Asset IP Address,Asset OS Name,Asset OS Version,Vulnerability Title,Vulnerability CVE IDs,Vulnerability CVSS Score,Service Port,Vulnerability Age,Vulnerability Published Date,Vulnerability Solution,Vulnerability Proof,Vulnerable Since,Service Product
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle January 14 2020 CPU (CVE-2020-2583),CVE-2020-2583,4.3,0,5 Days,2020-01-15,"* Upgrade IBM Java to version 7.0.10.60
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.60
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.6.5
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle October 16 2018 CPU (CVE-2018-3183),CVE-2018-3183,6.8,0,5 Days,2018-10-16,"Upgrade IBM Java to version 8.0.5.25

Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle July 14 2020 CPU (CVE-2020-14578),CVE-2020-14578,4.3,0,5 Days,2020-07-15,"* Upgrade IBM Java to version 7.0.10.70
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.70
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.6.15
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle July 18 2017 CPU (CVE-2017-10067),CVE-2017-10067,5.1,0,5 Days,2017-08-08,"* Upgrade IBM Java to version 6.0.16.50
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 6.1.8.50
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.0.10.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.4.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle October 16 2018 CPU (CVE-2018-3149),CVE-2018-3149,5.1,0,5 Days,2018-10-16,"* Upgrade IBM Java to version 6.0.16.75
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 6.1.8.75
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.0.10.35
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.35
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.5.25
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle January 16 2018 CPU (CVE-2018-2602),CVE-2018-2602,3.7,0,5 Days,2018-01-17,"* Upgrade IBM Java to version 7.0.10.20
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.20
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.5.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle January 15 2019 CPU (CVE-2019-2422),CVE-2019-2422,2.6,0,5 Days,2019-01-16,"* Upgrade IBM Java to version 7.0.10.40
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.40
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.5.30
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle July 14 2020 CPU (CVE-2020-14556),CVE-2020-14556,5.8,0,5 Days,2020-07-15,"Upgrade IBM Java to version 8.0.6.15

Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: IBM Security Update January 2020 (CVE-2019-4732),CVE-2019-4732,6.9,0,5 Days,2020-02-03,"Upgrade IBM Java to version 8.0.6.5

Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle April 14 2020 CPU (CVE-2020-2781),CVE-2020-2781,5.0,0,5 Days,2020-04-15,"* Upgrade IBM Java to version 7.0.10.65
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.65
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.6.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle April 14 2020 CPU (CVE-2020-2800),CVE-2020-2800,5.8,0,5 Days,2020-04-15,"* Upgrade IBM Java to version 7.0.10.65
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.65
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.6.10
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: IBM Security Update August 2018 (CVE-2017-3732),CVE-2017-3732,4.3,0,5 Days,2017-05-04,"Upgrade IBM Java to version 8.0.5.20

Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,IBM Java: Oracle July 16 2019 CPU (CVE-2019-2762),CVE-2019-2762,5.0,0,5 Days,2019-07-23,"* Upgrade IBM Java to version 7.0.10.50
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 7.1.4.50
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/ 


 * Upgrade IBM Java to version 8.0.5.40
      Download and apply the upgrade from:  https://www.ibm.com/developerworks/java/jdk/",Vulnerable software installed: IBM JRE 8.0.4.1 (/usr/lib/jvm/java-1.8.0-ibm-1.8.0.4.1-1jpp.2.el7.x86_64/jre/lib/version.properties),2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,Java CPU July 2017 Java SE vulnerability (CVE-2017-10105),CVE-2017-10105,4.3,0,5 Days,2017-07-19,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU July 2017 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2017-10108)",CVE-2017-10108,5.0,0,5 Days,2017-07-19,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU October 2017 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2017-10295)",CVE-2017-10295,4.3,0,5 Days,2017-10-18,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU October 2017 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2017-10356)",CVE-2017-10356,2.1,0,5 Days,2017-10-18,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU October 2017 Java SE, Java SE Embedded vulnerability (CVE-2017-10348)",CVE-2017-10348,5.0,0,5 Days,2017-10-18,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,Java CPU January 2019 Java SE vulnerability (CVE-2019-2449),CVE-2019-2449,2.6,0,5 Days,2019-01-16,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU October 2017 Java SE, Java SE Embedded vulnerability (CVE-2016-9841)",CVE-2016-9841,7.5,0,5 Days,2017-05-23,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU April 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-2800)",CVE-2020-2800,5.8,0,5 Days,2020-04-16,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU January 2018 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2018-2633)",CVE-2018-2633,5.1,0,5 Days,2018-01-17,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU January 2018 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2018-2678)",CVE-2018-2678,4.3,0,5 Days,2018-01-17,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU April 2018 Java SE, Java SE Embedded, JRockit vulnerability (CVE-2018-2795)",CVE-2018-2795,5.0,0,5 Days,2018-04-18,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU July 2022 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2022-21540)",CVE-2022-21540,4.4,0,5 Days,2022-07-19,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU July 2020 Java SE, Java SE Embedded vulnerability (CVE-2020-14579)",CVE-2020-14579,4.3,0,5 Days,2020-07-14,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
"illnqw6509,illnqw6509.corp.amdocs.com",10.245.18.102,Red Hat Enterprise Linux,7.9,"Java CPU January 2023 Oracle Java SE, Oracle GraalVM Enterprise Edition vulnerability (CVE-2023-21830)",CVE-2023-21830,4.4,0,5 Days,2023-01-18,"Upgrade to the latest version of Oracle Java

Download and apply the upgrade from:  https://www.java.com/en/download/manual.jsp","Vulnerable OS: Red Hat Enterprise Linux 7.9


Vulnerable software installed: Oracle JRE 1.8.0.131 (/usr/java/jdk1.8.0_131/jre/lib/rt.jar)",2023-08-30,
